What is the name of the film prize awarded each year at the Venice film festival?|Golden Lion|Golden Bear|Golden Eagle|Golden Star|Geography|1
In which country is the harbour city Mumbai?|India|China|Senegal|Japan|Geography|1
In which city is the world famous skyscraper Petronas Towers located?|Kuala Lumpur|Shanghai|New York|Dubai|Geography|1
It is said that the residents of which European capital never sleep?|Madrid|Oslo|Warsaw|Dublin|Geography|1
In which city is the famous Prado museum?|Madrid|St Petersburg|Florence|Vatican|Geography|1
Which destination for 60s hippies has been called the Paris of the Sahara?  |Marrakesh|Tripolis|Cairo|Luxor|Geography|1
The German city of Lübeck is world famous for which product?|marzipan|pickled herring|sauerkraut|Frankfurters|Geography|1
GUM is the world famous dept store in which city?|Moscow|New York|Paris|Tokyo|Geography|1
Which famous castle was the inspiration for the Disney theme park castle?|Neuschwanstein Castle|Edinburgh Castle|Windsor Castle|Mount Saint Michel Castle|Geography|1
In which city is the world famous Chrysler Building skyscraper located?|New York|Chicago|San Francisco |Detroit|Geography|1
In which city is the world famous Woolworth Building skyscraper located?|New York|London|Chicago|Boston|Geography|1
In which country can one find the Giant's Causeway?|Northern Ireland|Scotland|France|Canada|Geography|1
The famous 'Lake Palace' in India, once a summer residence for royalty and now a luxury hotel, was the setting  for which action film? |Octopussy|Star Wars. The Empire Strikes Back|Mission Impossible II|Crouching Tiger, Hidden Dragon|Geography|1
In which capital city is the Roland Garos stadium?|Paris|Prague|Madrid|Budapest|Geography|1
The victory goddess Victoria and her chariot on the top of the Brandenburger Gate in Berlin spent the years between 1806 and 1814 in which capital city?|Paris|London|Moscow|Rome|Geography|1
The Emperors Palace or Forbidden City is located in which city?|Peking|Shanghai|Hong Kong|Xi'an|Geography|1
The Cathedral of our Lady in Antwerp contains four masterpieces depicting Biblical scenes by which famous Baroque painter?|Peter Paul Rubens|Vincent van Gogh|Raffael|Rembrandt|Geography|1
The 'Liberty Bell' is found in which US city?|Philadelphia|Washington|New York|Boston|Geography|1
In which harbour city is Lord Nelson's flagship HMS Victory?|Portsmouth|Plymouth|Bristol|Liverpool|Geography|1
The longest bridge built in the middleages in Europe, the Charles Bridge, is located in which capital city?|Prague|London|Paris|Oslo|Geography|1
What creature appears on the Welsh national flag?|Red dragon|Yellow dafffodil|Green leek|White sheep|Geography|1
Which city has the nickname 'Venice of the north'?|St Petersburg|Montreal|Glasgow|Helsinki|Geography|1
Which famous city, sometimes called the Venice of the north, was built on 12 islands?|St Petersburg|Glasgow|Ottawa|Oslo|Geography|1
What is the name of the famous mountain that overlooks Cape Town, South Africa?|Table|Plate|Chalice|Divan|Geography|1
In which famous buiding did Catherine the Great keep her private art collection?|The Eremitage|The Kremlin|The Summer Palace|The Bolshoi Theatre|Geography|1
Niagara Falls Canada, where the awe inspiring Horseshoe Falls is located, has been given which nickname?    |The Honeymoon City|The Misty City|The Windy City|The City of Lights|Geography|1
Which golf course is called 'the home of golf'?|The Royal and Ancient Golf Club St Andrews|Gleneagles|Pebble Beach|Sunningdale|Geography|1
Hadrian's Wall was built in order to keep which wild men out of the Roman Empire?|The Scots|The Welsh|The Vikings|The Mongols|Geography|1
The Potala Palace was once the winter residence for which man? |The Dalai Lama|Pu  Li|Kubla Khan|El Cid|Geography|1
In which city is the CN Tower, the tallest free standing structure in the world?|Toronto|Chicago|Hong Kong|Moscow|Geography|1
The 'Book of Kells', a 1,300 year old masterpiece of western calligraphy, is found in which university?|Trinity College, Dublin| Oxford|Cambridge|Sorbonne, Paris  |Geography|1
Angel Falls, the worlds highest waterfall is located in which country?|Venezuela|Zambia|Canada|Switzerland|Geography|1
 In which city is the famous Bridge of Sighs?|Venice|Paris|Rome|Prague|Geography|1
Which Canadian provincial capital is nicknamed 'Little England'?|Victoria|Toronto|Quebec City|Halifax|Geography|1
The Taj Mahal was constructed with which material?|White Marble|White Granite|White Ivory|White Opals|Geography|1
In which US national park is the geysir named 'Old Faithful' located?|Yellowstone|Banff|Grand Teton|Bryce Canyon|Geography|1
How many bridges are there over the firth of fourth?|2|3|4|1|Geography|2
How many American states begin and end with the letter 'A'?|3|4|5|2|Geography|2
How many time zones are there in the USA?|4|5|2|1|Geography|2
What is the unlucky number in China?|4|13|7|33|Geography|2
How many stories high is the Empire State building?|102|62|162|202|Geography|2
What is the population of the Czech Rep?|10.3 million|4.5 million|57.6 million|80.2 million|Geography|2
Angel Falls, the highest waterfall in the world is how many times higher than the Niagara Falls?|15X|5X|2X|25X|Geography|2
How much does the Petersglocke, the worlds heaviest church bell in the Cologne Cathedral weigh ?|24 tonnes|4 tonnes|240 tonnes|124 tonnes|Geography|2
To the nearest million, what was the population of Wales in 2001?|3 million|1 million|5 million|10 million|Geography|2
What is the cozy interior temperature in the world famous Ice Hotel in Jukkasjärvi Sweden?|-5° C to -8°C|-13°C to -16°C|0°C to -3°C|-27°C to -30°C|Geography|2
What is the population of Iran?|71.4 million|3.8 million|33.5 million|144.5 million|Geography|2
What is the population of Vietnam?|78.8 million|10.1 million|39.9 million|123.3 million|Geography|2
Lake Assal is the lowest point on which continent?|Africa|Asia|Australia|Antarctic|Geography|2
Where do the largest vegetables in the US grow?|Alaska|Hawaii|Florida|New Mexico|Geography|2
What is the name of the famous ancient temple city in the jungle of Cambodia?|Angkor Wat|Penang|Amanwana|Yogyakarta|Geography|2
The Chrysler Building in New York City is an example of which style of architecture?|Art Deco|Byzantine|Post Modernism|Baroque|Geography|2
The Sagrada Familia Cathedral in Barcelona is an example of which style of architecture?|Art Nouveau|Neo Gothic|Renaissance|Romanesque|Geography|2
Lake Eyre is the lowest point on which continent?|Australia|Europe|North America|Antarctic|Geography|2
The Gibson desert is found in which country?|Australia|South Africa|Canada|USA|Geography|2
Which country does not border Poland?|Austria|Slovakia|Germany|Lithuania|Geography|2
The Palace of Versailles is an example of which style of architecture?|Baroque|Romanesque|Greek|Gothic|Geography|2
St Paul's Cathedral in London is an example of which style of architecture?|Baroque|Art Deco|Gothic|Neo Classical|Geography|2
What is the only breed of dog that is allowed to testify in a US courtroom?|Bloodhound|Poodle|German Shepard|Collie|Geography|2
Until 1763, Salvador de Bahia was the capital of which country?|Brazil|Spain|Mexico|Portugal|Geography|2
The Hagia Sophia in Istanbul is an example of which style of architecture?|Byzantine|Roman|Gothic|Greek|Geography|2
The Bay of Fundy is off the coast of which country?|Canada|Australia|New Zealand|South Africa|Geography|2
The name of which capital city stems from the native word for 'meeting place'?|Canberra, Australia|Paris, France|Ottawa, Canada|Edinburgh, Scotland|Geography|2
What is the name of the 13th century spa city in the Czech Rep. that attracted the likes of Chopin, Beethoven, Bach and King Edward VII?|Carlsbad|Spa|Baden Baden|Bad Gastein|Geography|2
Which country has only one time zone?|China|Canada|Russia|Brazil|Geography|2
Which country has the largest army in the world?|China|North Korea|India|USA|Geography|2
Which contemporary artist wrapped up the Reichstag in Berlin with 100,000 m2 of polypropylene fabric in the summer of 1995?|Christo|Yoko Ono|H.R. Giger|Andy Warhol|Geography|2
When did the construction of the  Pyramids of Giseh first begin?  |circa 2500 BC| circa 5500 BC|circa 500 BC|circa 50 BC|Geography|2
The Grand Place or main market square in Brussels hosts the 'flower carpet' festival each August. How many begonias are used?|circa 700,000|circa 7,000,000|circa 70,000|circa 7,000|Geography|2
In which cathedral is the Petersglocke, the worlds largest church bell?|Cologne|St Peters, Vatican City|Canterbury|Durham|Geography|2
Which country does not border Bolivia?|Colombia|Brazil|Peru|Chile|Geography|2
Which country does not border Greece?|Croatia|Turkey|Albania|Bulgaria|Geography|2
Banana is a harbour city in which country?|Dem Rep of Congo|Brazil|Indonesia|Colombia|Geography|2
Mount Elbrus is the highest point on which continent?|Europe|Asia|North America|Antarctic|Geography|2
The world famous Oberammergau passion play in Bayern is held how often?|every 10 years|every year|every 50 years|every 2 years|Geography|2
In which city, famous for its ship building, was the ocean liner QE2  built?|Glasgow|Belfast|Southampton|Portsmouth|Geography|2
South Africa is the world's leading exporter of what?|Gold|Silver|Diamond|Platinum|Geography|2
Which railway station has the most platforms in the world?|Grand Central, New York|Waterloo, London|Frankfurt Main|Gare du Nord, Paris|Geography|2
Which strait seperates the Persian gulf and the gulf of Oman?|Hormuz|Bosporus|Malacca|Dardanelles|Geography|2
What country does not border Afghanistan?|India|Pakistan|China|Uzbekistan|Geography|2
Where would you find the volcano named Krakatoa? |Indonesia|Malaysia|China|India|Geography|2
Dingle Bay is off the coast of which country?|Ireland|Canada|Australia|New Zealand|Geography|2
Which city in Turkey is located in Europe and in Asia?|Istanbul|Ankara|Dodomar|Pamukulai|Geography|2
Montego Bay is off the coast of which country?|Jamaica|Barbados|Bermuda|Trinidad and Tobago|Geography|2
Where in New York City is the 'Canyon of Heroes', where the famous ticker tape parades take place?|Lower Broadway|Wall Street|Fifth Avenue|Times Square|Geography|2
According to the World Health Organisation which capital city has the worst air pollution?|Mexico City|London|Moscow|Cairo|Geography|2
Who designed the uniform worn by the Vatican City's Swiss Guard?|Michalangelo|Da Vinci|Raffael|Galileo|Geography|2
Which Is The Most Densely Populated Country In Europe?|Monaco|Vatican City|Andorra|Luxembourg|Geography|2
What do the citizens of Brussels love to eat with their frites (French fries)?|mussels|savoury sausage|eel|Brussel sprouts|Geography|2
The Houses Of Parliament in London is an example of which style of architecture?|Neo Gothic|Baroque|Gothic|Art Deco|Geography|2
The Dominion Parliament buildings in Ottawa are an example of which style of architecture?|Neo Gothic|Roman|Renaissance|Art Deco|Geography|2
In which country is the mountain named Annapurna found?|Nepal|Argentina|Russia|Switzerland|Geography|2
In which US state is Area 51?|Nevada|New Mexico|Texas|Arizona|Geography|2
The Bay of Plenty is off the coast of which country?|New Zealand|Australia|Canada|South Africa|Geography|2
In which country is Mt Cook?|New Zealand|Canada|USA|Argentina|Geography|2
Into which body of water does the Rhine river flow?|North Sea|Black sea|Caspian Sea|Baltic Sea|Geography|2
In which country is there a town named 'Hell'?|Norway|Canada|Australia|Ireland|Geography|2
On what river is the capital city of Canada?|Ottawa|Windigo|Winnipeg |Montreal |Geography|2
The mysterious Inca city Machu Picchu is found in which country?|Peru|Mexico|Chile|Colombia|Geography|2
Which country does not border Austria?|Poland|Germany|Hungary|Czech Rep|Geography|2
With a capacity for 220,000 spectators, in which capital city is Strahov, the largest stadium in the world?|Prague| Moscow|Warsaw|Vienna|Geography|2
In which City would you find St. Peter's Basilica?|Rome|Madrid|St. Petersburg|Moscow|Geography|2
Why was the Munich Oktoberfest cancelled in 1923 and 1924?|Runaway inflation|Civil war|Spanish flu|Brewery strike|Geography|2
When motoring west in which city does Route 66 end?|Santa Monica|LA|Oakland|San Francisco|Geography|2
In which city is the world famous Jin Mao skyscraper located?|Shanghai|Hong Kong|Beijing|Taipei|Geography|2
Which metal made the Bolivian city Potosi one of the richest cities in the world in the 17th century?|silver|gold|aluminium|copper|Geography|2
Which country produces the most gold?|South Africa|Australia|Dem Rep Congo|Canada|Geography|2
The Valdes Peninsula is the lowest point on which continent?|South America|Europe|Antarctic|Australia|Geography|2
Mount Aconcagua is the highest point on which continent?|South America|Asia|Antarctic|Australia|Geography|2
In which country is the harbour city Inchon?|South Korea|India|Brazil|Japan|Geography|2
50% of all the men on the Greek island Corfu have which first name?|Spiro|Achilles|Alexis|Stavros|Geography|2
What is the name of the largest star sapphire in the world which is found in New York City's American Museum of Natural History?|Star of India|Star of Africa |Star of Cairo|Star of Bethleham|Geography|2
Which country does not border Luxembourg?|Switzerland|Germany|France|Belgium|Geography|2
In which country is the mountain named Jungfrau found?|Switzerland|Italy|France|New Zealand  |Geography|2
Which country does not border South Africa?|Tanzania|Namibia|Swaziland|Lesotho|Geography|2
Younge Street, the longest street in the world, begins in which Canadian city?|Toronto|Montreal|Vancouver|Quebec City|Geography|2
The ruins of ancient Carthage are found in the suburbs of which modern city?|Tunis|Cairo|Tripolis|Beirut|Geography|2
Which African country is not a monarchy?|Tunisia|Morocco|Swaziland|Lesotho|Geography|2
In which country is Mt Ararat?|Turkey|Russia|Nepal|Switzerland|Geography|2
Which country does not border Turkey?|Turkmenistan|Bulgaria|Iran|Iraq|Geography|2
Where does a Halbardier Gaurdsman work?|Vatican|Tower of London|Mt Olympus|Swiss Border|Geography|2
The oldest film festival in the world takes place in which European city?|Venice|Cannes|Berlin|Edinburgh|Geography|2
Which goddess of victory is riding a chariot on the Brandenberger Gate in Berlin?|Victoria|Athena|Nike|Brunhilda|Geography|2
What is Europe's longest river? |Volga|Danube|Rhine|Rhone|Geography|2
Which countries name stems from the Germanic word for foreign?|Wales|Spain|Germany|Poland|Geography|2
With 1,000 plus rooms, what is the largest inhabited castle in the world?|Windsor Castle|The Alhambra|Warwich Castle|Edinburgh Castle|Geography|2
During a WWII air raid the firemen in Freiburg im Breisgau used what to put out the fire in the historic Kaufhaus after they ran out of water?|wine|schnapps|beer|milk|Geography|2
How many months does the average American spend in a lifetime waiting at a red light?|6|1|12|18|Geography|3
How many countries lie between Mexico and Colombia?|7|10|3|5|Geography|3
How many hours a month does the average American spend in a shopping mall?|12|6|24|48|Geography|3
How many countries border Russia?|14|8|25|19|Geography|3
How many countries border China?|16|10|26|7|Geography|3
How many people live on Ellesmere Island, the 10th largest island in the world?|106|1,106|6|10,106|Geography|3
How many rooms are there in the White House?|132|32|72|272|Geography|3
How many lakes are there in Finland?|187,880|8,880|87,880|887,880|Geography|3
According to the UN how many people in the world are starving?|820,000,000|1.5 billion|82,000,000|420,000,000|Geography|3
Most sources claim that Route 66 is how many miles all the way?|2,448 miles|2,848 miles|1,848 miles|3,448 miles|Geography|3
To the nearest thousand square kilometres what is the land area of Wales?|21,000 sq km|5,000 sq km|51,000 sq km|100,100 sq km|Geography|3
What is the population of Saudi Arabia?|22.million|123.3 million|3.2 million|65.2 million|Geography|3
The salt content in the Dead Sea which enables a swimmer to float like a cork is how many times higher than that of the Atlantic ocean?|7X|2X|22X|77x|Geography|3
The Bridge of Sighs in Venice connected  the Doge's Palace with what?|A state prison and place of execution|A tax office|A hospital|A Turkish bath house|Geography|3
Which European city is nicknamed the 'Granite City'?|Aberdeen|The Vatican|Lisbon|Munich|Geography|3
The crown of the Empire State building was originally built for which purpose?|airship dock|firemans lookout|flag pole|weather station|Geography|3
The Vinson Massive is the highest point on which continent?|Antarctic|Europe|Australia|South America|Geography|3
In which country is the mountain named Aconcagua found?|Argentina|Mexico|Nepal|Switzerland|Geography|3
Which country produces the most opals?|Australia|India|USA|Russia|Geography|3
Mount Kosciusko is the highest point on which continent?|Australia|Europe|Antarctic|Africa|Geography|3
Red, as in Red Square, was the old Slavic synonym for what?|beauty|power|wealth|death|Geography|3
Into which body of water does the Danube river flow?|Black Sea|North Sea|Baltic Sea|Caspian Sea|Geography|3
Which country does not have a bird on its flag?|Brazil|Mexico|Eygpt|Dominican Rep|Geography|3
In which county is chequers, the prime ministers country residence?|Buckinghamshire|Surrey|Middlesex|Oxfordshire|Geography|3
Lake Tahoe is on the border of Nevada and which other US state?|California|Arizona|Oregon|Utah|Geography|3
The Gothic Chartes Cathedral in France has famous stained glass windows which produce which unique colour? |Chartes Blue|Chartes Green|Chartes Red|Chartes White|Geography|3
In which country is the port of Odense?|Denmark|Sweden|Norway|Finland|Geography|3
Which country's name means Sunday?|Dominica|Canada|Russia|Australia |Geography|3
The highest mountain in Japan is Mount Fuji. What does Fuji mean? |fire|snow|beauty|harmony|Geography|3
The only person with 5 stars for excellence on the Hollywood Boulevard Walk Of Fame?|Gene Autry|Diana Ross|Bing Crosby|George Burns|Geography|3
Which country does not border Slovakia?|Germany|Hungary|Austria|Poland|Geography|3
In which country does the volcano Unzen grumble?|Japan|Indonesia|Philippines|Iceland|Geography|3
Who was the Hollywood star who used his nose rather than hands or feet to make an impression in the sidewalk in front of 'Grauman's Chinese'?  |Jimmy Durante|Lassie|Bob Hope|Karl Malden|Geography|3
In which country does the volcano Mt Pelee grumble?|Martinique|Iceland|USA|Italy|Geography|3
Which country produces the most silver?|Mexico|Canada|USA|Brazil|Geography|3
In which country does the volcano Popocatepetl grumble?|Mexico|Colombia|Indonesia|Greece|Geography|3
Which country does not border Libya?|Morocco|Tunisia|Algeria|Eygpt|Geography|3
What is the most populated city north of the arctic circle?|Murmansk|Ottawa|Aberdeen|Fairbanks|Geography|3
In which country does the volcano Ruapehu grumble?|New Zealand|USA|Indonesia|Japan|Geography|3
According to the 'Global Peace Index' what is the safest country in the world?|Norway|Canada|Switzerland|Australia|Geography|3
The Taj Mahal. Taj means 'crown', what does Mahal mean?|palace|king|queen|crypt|Geography|3
Which street in London takes its name from a croquet like game once played by Charles I ?|Pall Mall|Threadneedle|Portobello|Piccadilly|Geography|3
Which 'street' in London takes its name from the ornamental collars once made by the  17th century tailor Robert Baker?|Piccadilly|Pall Mall|Threadneedle|Carnaby|Geography|3
Which country produces the most amber?|Poland|Canada|India|China|Geography|3
The largest industrial complex in the world in the 19th century was found in which English harbour city?|Portsmouth|Liverpool|Newcastle|Dover|Geography|3
Which country is not on the shores of Lake Victoria?|Rwanda|Uganda|Kenya|Tanzania|Geography|3
The most visited city in Brittany has the highest ratio of sea food restaurants in Europe. Which port city is it?|Saint Malo|Rennes|Lannion|Brest|Geography|3
A native indian legend claims that the scored marks that run down the side of Devil's Tower in Wyoming were gouged by a giant bear that was trying to reach what?|Seven stranded young maidens|The honey coloured sun |His own shadow|The other end of the rainbow|Geography|3
What are the winds called below the latitude 60 degrees south?|Shrieking 60s|Screaming 60s|Scary 60s|Sullen 60s|Geography|3
Which Saint is not a US Virgin Island?|St Vincent|St John|St Croix|St Thomas|Geography|3
Which country does not border Syria?|Sudan|Isreal|Lebanon|Turkey|Geography|3
In which South American country would you find the city New Amsterdam?|Surinam|Brazil|Ecuador|Guyana|Geography|3
What is found on the flag of Rwanda?|The letter 'R'|A Star|A Half Moon|An Assualt Rifle|Geography|3
In which country does the volcano Kilauea grumble?|USA|Japan|Iceland|Spain|Geography|3
How many seats did the Spitfire fighter plane have?|1|2|3|None|History|1
How many wives did Henry VIII have?|6|5|8|4|History|1
 How many years did the '21 Year War'  between Sweden and Russia last? |21|2|55|103|History|1
How many pennies were there in a pre decimal pound?|240|100|200|140|History|1
In which year was the Gunpowder Plot?|1605|1705|1805|1505|History|1
What year saw Adolph Hitler committing suicide?|1945|1944|1946|1947|History|1
In which year did JFK get assassinated?|1963|1966|1968|1960|History|1
In what year was the Falkland war?|1982|1984|1980|1978|History|1
In which year did a US-led coalition invade Iraq?|2003|2001|2005|1999|History|1
Which country did the USSR invade in 1979?|Afghanistan|Iraq|Iran|China|History|1
What was banned in USA in January 1920?|Alcohol|Gambling|Strikes|Smoking|History|1
One of the ancient world wonders, the 'Hanging Gardens', was found in which city?|Babylon|Alexandria|Rome|Athens|History|1
What was named after a hydrogen bomb test?|Bikini|Hoola Hoop|Frisbee|Matchbox|History|1
Robben Island was a prison near which city?|Cape Town|San Francisco|Athens|Exeter|History|1
Iceland and the Uk were caught up in which war?|Cod|Herring|Salmon|Lobster|History|1
King William the Bastard was also known by which other name?|Conqueror|Rufus|Orange|Young King|History|1
Of which country was Greenland a colony until 1981?|Denmark|Sweden|Russia|Iceland|History|1
The patron saint of England is famous for killing which type of creature?|Dragon|Unicorn|Angel|Devil|History|1
William Kemmler, back in 1890, was the first person to be killed using what lethal method?|Electric Chair|Lethal Injection|Death by Firing Squad|Radiation|History|1
What was special about Louise Brown, born July 25, 1978 in England?|First test tube baby|First surrogate mother|First surviving separated Siamese twin|First surviving 20 week old foetus|History|1
During the second world war in Germany it was forbidden to give a horse which name?|Hitler|Stalin|Mussolini|Winston|History|1
Who shot Lee Harvey Oswald?|Jack Ruby|Jack Diamond|Jack Emerald|Jack Sapphire|History|1
What was the first name of the US President known by the nickname JFK?|John|Joe|Jerry|Jack|History|1
Which explorer was the first to circumnavigate the globe?|Magellan|Drake|Marco Polo|Columbus|History|1
What species were Benjy and Laska, who were sent into space in 1958?|Mice|Rats|Monkeys|Cats|History|1
Which European country is ruled by The House of Orange?|Netherlands|Belgium|Sweden|Norway|History|1
What was the name of Christopher Columbus' smallest  ship?|Nina|Tina|Gina|Mina|History|1
What nationality was Roald Amundsen, the first man to reach the South Pole?|Norwegian|Swedish|Dutch|Belgian|History|1
In what industry did John Davidson Rockefeller get rich?|Oil|Motor|Music|Movie|History|1
Who was Pakistan's President in 2006?|Pervez Musharraf|Pratibha Patil|Nawaz Sharif|Benazir Bhutto|History|1
Which organisation was awarded the Nobel Peace Prize in 1917?|The Red Cross|The Boy Scouts|The Police|Fathers for Justice|History|1
What was 10th century English king Ethelred's nickname?|The Unready|The Unlucky|The Unshaven|The Unsweetened|History|1
Queen Elizabeth I of England was also known by which name?|The virgin queen|The ginger queen|The Richmond queen|Bloody queen Elizabeth|History|1
What weather phenomenon was the Norse god Thor thought to control? |Thunder|Lightening|Typhoon|Earthquakes|History|1
King Henry VII of England was a member of which royal house?|Tudor|York|Lancaster|Stuart|History|1
Which Swedish motor vehicle manufacturer acquired the Dutch company DAF in the mid-1970s?|Volvo|Saab|Ford|Dacia|History|1
Where did Napoleon Bonaparte suffer his last defeat? |Waterloo|Rome|Elba|Leipzig|History|1
How many baths did Louis XIV take in his lifetime?|3|0|51|1|History|2
How many brothers and sisters did John F. Kennedy have?|8|3|0|2|History|2
How many days were there in one week in ancient Roman times?|8|7|6|10|History|2
Out of every 10 women in Scotland, how many were pregnant on their wedding day, according to a Royal Commission of 1868?|9|5|0|2|History|2
How many kings of England have been named Edward? |9|5|4|7|History|2
How many people are there in a US Grand Jury?|23|12|11|17|History|2
An estimated how many Popes have been murdered?|26|6|13|46|History|2
How many days was William Harrison President of the United States?|32|64|16|8|History|2
How many years were there between the Silver Jubilees of George V and Elizabeth II? |42|32|52|62|History|2
How many km long was the Berlin Wall?|42|22|82|12|History|2
For how many years did Queen Victoria reign?|63|53|43|73|History|2
In Roman Numerals what does LXX stand for?|70|120|60|1200|History|2
How many pilgrims left Plymouth for America on the Mayflower?|104|202|64|264|History|2
How many years did the 'One Hundred Years War' last?|114|100|99|144|History|2
How many minutes did Neil Armstrong spend on the moon?|152|62|1,162|12|History|2
According to Forbes new Rich List for 2009, how many billionares are there in the world? |793|241|2,355|5,205|History|2
In which year did King Richard the 'lionhearted' die?|1199|99|599|1599|History|2
In which year did Henry VIII die?|1547|1597|1647|1507|History|2
What number on Pennsylvania Avenue would you find the white house?|1600|1200|1800|2000|History|2
In which year was St Pauls cathedral completed?|1711|1611|1811|1911|History|2
In which year was the revolver invented?|1835|1888|1788|1802|History|2
The Spanish Dublone was legal tender in the USA until which year?|1857|1777|1657|1927|History|2
In which year did electricity replace steam powered locomotives in the London Underground?|1890|1910|1850|1930|History|2
In which year was the Tower Bridge in London completed?|1894|1794|1811|1911|History|2
What year did the infamous San Francisco earthquake take place?|1906|1916|1896|1926|History|2
In which year was the first successful Channel crossing by an airplane?|1909|1903|1913|1897|History|2
In which year did the Titanic sink?|1912|1909|1915|1905|History|2
In which year was the infamous 'black sox' scandal?|1919|1909|1929|1939|History|2
In what year was Mahatma Gandhi assassinated?|1948|1950|1942|1938|History|2
In which year was the first successful heart transplant performed?|1967|1957|1977|1947|History|2
In which year was Prince Charles invested as The Prince of Wales?|1969|1979|1959|1989|History|2
In which year did the Rainbow Warrior sink?|1985|1986|1987|1984|History|2
In which year was Rajiv Gandhi assassinated?|1991|1981|1971|2001|History|2
In which year was the EURO TUNNEL officially opened?|1994|1990|1998|1986|History|2
What was the worlds population in AD 1?|200,000,000|500,000,000|25,000,000|1 billion|History|2
Which amendment of the US constitution abolished slavery?|13th|18th|9th|10th|History|2
For how long did Queen Jane rule England?|9 days|9 years|9 weeks|9 months|History|2
According to an old legend, who can't shed more than 3 tears?|a witch|a King|a lawyer|a bride |History|2
Who was the 2nd man in space?|Alan Shepard|John Glenn|Virgil Grissom|Scott Carpenter|History|2
King Zog ruled which country?|Albania|Russia|Prussia|Persia|History|2
What was the name of the research ship Charles Darwin travelled with?|Beagle|Eagle|Mermaid|Turtle|History|2
Charles Darwin was a passenger on which research ship?|Beagle|Dolphin|Eagle|Albatross|History|2
In which city was the Titanic built?|Belfast|Southampton|Glasgow|Liverpool|History|2
Who was not the mayor of a US town?|Bruce Willis|Sony Bono|Anthony Hopkins|Clint Eastwood|History|2
Which ship was the first to arrive and rescue Titanic survivors?|Carpathia|Arizona|George Washington|Bremen|History|2
Which animal is not a Chinese year?|Cat|Dragon|Pig|Rooster|History|2
Who was the first wife of King Henry VIII?|Catherine of Aragon|Anne Boleyn|Jane Seymour|Anne of Cleeves|History|2
Which English Monarch succeeded James I?|Charles I|James II|William III|Mary II|History|2
